"범죄별","발생지역별","항목","단위","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"범죄발생총건수(A)","계","범죄발생지역","건","1933835","2020731","2008290","1824876","1738190","1767684","1714579",
"범죄발생총건수(A)","서울","범죄발생지역","건","389353","386488","372730","352471","341288","340504","318320",
"범죄발생총건수(A)","부산","범죄발생지역","건","147945","156472","144038","130148","126230","128725","127673",
"범죄발생총건수(A)","대구","범죄발생지역","건","103469","107728","93713","82281","79489","82905","79182",
"범죄발생총건수(A)","인천","범죄발생지역","건","103861","110230","109580","101526","94605","101289","96340",
"범죄발생총건수(A)","광주","범죄발생지역","건","71182","67136","60352","54627","51223","52827","49869",
"범죄발생총건수(A)","대전","범죄발생지역","건","50232","52193","51696","50357","48184","47929","46960",
"범죄발생총건수(A)","울산","범죄발생지역","건","45490","34213","29620","26558","25323","25814","24911",
"범죄발생총건수(A)","세종","범죄발생지역","건","3717","3897","4762","5023","5331","6300","6651",
"범죄발생총건수(A)","경기","범죄발생지역","건","442902","472930","523078","459893","429953","433498","429487",
"범죄발생총건수(A)","강원","범죄발생지역","건","58772","63243","64781","58900","52495","53289","51544",
"범죄발생총건수(A)","충북","범죄발생지역","건","55437","58288","61758","56944","53659","53801","51645",
"범죄발생총건수(A)","충남","범죄발생지역","건","77187","82007","78129","73772","75405","73817","71847",
"범죄발생총건수(A)","전북","범죄발생지역","건","62694","65686","62406","57238","56353","58012","56210",
"범죄발생총건수(A)","전남","범죄발생지역","건","71866","79687","74753","64618","65932","68566","67448",
"범죄발생총건수(A)","경북","범죄발생지역","건","95509","99762","96211","89049","85371","88098","83790",
"범죄발생총건수(A)","경남","범죄발생지역","건","121986","144936","143281","127294","117243","123992","123406",
"범죄발생총건수(A)","제주","범죄발생지역","건","32233","35835","37402","34177","30106","28318","29296",
"인구(B)","계","범죄발생지역","명","51327916","51529338","51696216","51778544","51826059","51849861","51829023",
"인구(B)","서울","범죄발생지역","명","10103233","10022181","9930616","9857426","9765623","9729107","9668465",
"인구(B)","부산","범죄발생지역","명","3519401","3513777","3498529","3470653","3441453","3413841","3391946",
"인구(B)","대구","범죄발생지역","명","2493264","2487829","2484557","2475231","2461769","2438031","2418346",
"인구(B)","인천","범죄발생지역","명","2902608","2925815","2943069","2948542","2954642","2957026","2942828",
"인구(B)","광주","범죄발생지역","명","1475884","1472199","1469214","1463770","1459336","1456468","1450062",
"인구(B)","대전","범죄발생지역","명","1531809","1518775","1514370","1502227","1489936","1474870","1463882",
"인구(B)","울산","범죄발생지역","명","1166377","1173534","1172304","1165132","1155623","1148019","1136017",
"인구(B)","세종","범죄발생지역","명","156125","210884","243048","280100","314126","340575","355831",
"인구(B)","경기","범죄발생지역","명","12357830","12522606","12716780","12873895","13077153","13239666","13427014",
"인구(B)","강원","범죄발생지역","명","1544442","1549507","1550806","1550142","1543052","1541502","1542840",
"인구(B)","충북","범죄발생지역","명","1578933","1583952","1591625","1594432","1599252","1600007","1600837",
"인구(B)","충남","범죄발생지역","명","2062273","2077649","2096727","2116770","2126282","2123709","2121029",
"인구(B)","전북","범죄발생지역","명","1871560","1869711","1864791","1854607","1836832","1818917","1804104",
"인구(B)","전남","범죄발생지역","명","1905780","1908996","1903914","1896424","1882970","1868745","1851549",
"인구(B)","경북","범죄발생지역","명","2700794","2702826","2700398","2691706","2676831","2665836","2639422",
"인구(B)","경남","범죄발생지역","명","3350257","3364702","3373871","3380404","3373988","3362553","3340216",
"인구(B)","제주","범죄발생지역","명","607346","624395","641597","657083","667191","670989","674635",
"A/Bⅹ100,000","계","범죄발생지역","건/10만명","3768","3922","3884.8","3524.4","3353.9","3409.2","3308.1",
"A/Bⅹ100,000","서울","범죄발생지역","건/10만명","3854","3856","3753.3","3575.7","3494.8","3499.8","3292.4",
"A/Bⅹ100,000","부산","범죄발생지역","건/10만명","4204","4453","4117.1","3750","3667.9","3770.7","3764",
"A/Bⅹ100,000","대구","범죄발생지역","건/10만명","4150","4330","3771.8","3324.2","3228.9","3400.5","3274.2",
"A/Bⅹ100,000","인천","범죄발생지역","건/10만명","3578","3767","3723.3","3443.3","3201.9","3425.4","3273.7",
"A/Bⅹ100,000","광주","범죄발생지역","건/10만명","4823","4560","4107.8","3731.9","3510","3627.1","3439.1",
"A/Bⅹ100,000","대전","범죄발생지역","건/10만명","3279","3437","3413.7","3352.2","3234","3249.7","3207.9",
"A/Bⅹ100,000","울산","범죄발생지역","건/10만명","3900","2915","2526.6","2279.4","2191.3","2248.6","2192.8",
"A/Bⅹ100,000","세종","범죄발생지역","건/10만명","2381","1848","1959.3","1793.3","1697.1","1849.8","1869.1",
"A/Bⅹ100,000","경기","범죄발생지역","건/10만명","3584","3777","4113.3","3572.3","3287.8","3274.2","3198.7",
"A/Bⅹ100,000","강원","범죄발생지역","건/10만명","3805","4081","4177.2","3799.7","3402","3457","3340.9",
"A/Bⅹ100,000","충북","범죄발생지역","건/10만명","3511","3680","3880.2","3571.4","3355.3","3362.5","3226.1",
"A/Bⅹ100,000","충남","범죄발생지역","건/10만명","3743","3947","3726.2","3485.1","3546.3","3475.9","3387.4",
"A/Bⅹ100,000","전북","범죄발생지역","건/10만명","3350","3513","3346.5","3086.3","3067.9","3189.4","3115.7",
"A/Bⅹ100,000","전남","범죄발생지역","건/10만명","3771","4174","3926.3","3407.4","3501.5","3669.1","3642.8",
"A/Bⅹ100,000","경북","범죄발생지역","건/10만명","3536","3691","3562.8","3308.3","3189.3","3304.7","3174.6",
"A/Bⅹ100,000","경남","범죄발생지역","건/10만명","3641","4308","4246.8","3765.6","3474.9","3687.4","3694.6",
"A/Bⅹ100,000","제주","범죄발생지역","건/10만명","5307","5739","5829.5","5201.3","4512.4","4220.3","4342.5",
"형법범","계","범죄발생지역","건","1016209","1047761","1005689","958865","988398","1041395","1044438",
"형법범","서울","범죄발생지역","건","237144","237255","226444","214250","213505","220375","212043",
"형법범","부산","범죄발생지역","건","81265","81744","76954","74721","75907","81027","83892",
"형법범","대구","범죄발생지역","건","48979","50785","45399","43020","44294","48919","48772",
"형법범","인천","범죄발생지역","건","51529","55758","57485","55215","59118","63447","61151",
"형법범","광주","범죄발생지역","건","35533","33205","28555","26369","28120","30296","29178",
"형법범","대전","범죄발생지역","건","31032","32203","30300","28799","29932","30255","30771",
"형법범","울산","범죄발생지역","건","22995","14839","13889","13000","13382","13133","13630",
"형법범","세종","범죄발생지역","건","1807","2196","2633","2894","3170","4024","4199",
"형법범","경기","범죄발생지역","건","225487","239420","234030","225477","235878","249200","255655",
"형법범","강원","범죄발생지역","건","27785","28821","29324","28283","27132","28829","28098",
"형법범","충북","범죄발생지역","건","28426","29343","28664","27624","28646","30417","29971",
"형법범","충남","범죄발생지역","건","38475","39230","37423","36893","39723","40207","39948",
"형법범","전북","범죄발생지역","건","30971","34146","31738","29043","30835","31582","32485",
"형법범","전남","범죄발생지역","건","32903","34731","32484","29412","32365","33176","33422",
"형법범","경북","범죄발생지역","건","44001","45126","44872","42499","43203","48478","47638",
"형법범","경남","범죄발생지역","건","60972","71645","67682","64458","65424","70595","74756",
"형법범","제주","범죄발생지역","건","16905","17314","17813","16908","17764","17435","18829",
"재산범죄","계","범죄발생지역","","617119","622126","573445","542336","576937","627430","659058",
"재산범죄","서울","범죄발생지역","","141448","139703","130097","122995","125729","133564","134003",
"재산범죄","부산","범죄발생지역","","50570","49670","45408","43673","45536","50307","55641",
"재산범죄","대구","범죄발생지역","","30337","30348","25420","24368","25896","30454","31781",
"재산범죄","인천","범죄발생지역","","28995","31102","30828","28714","32555","35354","36748",
"재산범죄","광주","범죄발생지역","","22201","20177","16543","14857","16086","17756","18187",
"재산범죄","대전","범죄발생지역","","21519","20371","17645","16291","16837","18462","19131",
"재산범죄","울산","범죄발생지역","","13383","8556","7304","7172","7770","7945","8618",
"재산범죄","세종","범죄발생지역","","1205","1452","1587","1815","2037","2735","2887",
"재산범죄","경기","범죄발생지역","","135456","140213","132549","127292","137837","149834","160479",
"재산범죄","강원","범죄발생지역","","15373","15870","15368","14566","14419","16202","16495",
"재산범죄","충북","범죄발생지역","","17312","17597","16294","15981","17200","18768","19037",
"재산범죄","충남","범죄발생지역","","25060","25036","22725","21983","24075","25242","25822",
"재산범죄","전북","범죄발생지역","","19119","21422","18932","16766","17899","18607","20149",
"재산범죄","전남","범죄발생지역","","18925","19099","17693","15289","17928","18399","19823",
"재산범죄","경북","범죄발생지역","","27511","27401","26578","25008","26394","30087","30640",
"재산범죄","경남","범죄발생지역","","38782","44275","39549","37029","39264","43689","48541",
"재산범죄","제주","범죄발생지역","","9923","9834","8925","8537","9475","10025","11076",
"절도","계","범죄발생지역","","266784","246424","203573","184355","177458","187629","180067",
"절도","서울","범죄발생지역","","59541","55463","47005","41293","39306","42362","38414",
"절도","부산","범죄발생지역","","22047","20215","16842","15892","14464","14628","14280",
"절도","대구","범죄발생지역","","14623","12790","9195","8324","8204","9272","8700",
"절도","인천","범죄발생지역","","9728","10694","10033","9219","9483","10149","8991",
"절도","광주","범죄발생지역","","10432","8455","6098","4877","4927","5018","5021",
"절도","대전","범죄발생지역","","11494","9565","7031","6282","5596","5905","5317",
"절도","울산","범죄발생지역","","5796","3485","2727","2342","2310","2181","2076",
"절도","세종","범죄발생지역","","595","647","639","583","588","850","876",
"절도","경기","범죄발생지역","","55776","52091","44873","41511","41207","42015","40851",
"절도","강원","범죄발생지역","","6233","5990","5201","5278","4315","4686","4342",
"절도","충북","범죄발생지역","","8251","7582","6146","5569","5432","5964","5715",
"절도","충남","범죄발생지역","","11418","10627","8751","8108","8015","8253","7659",
"절도","전북","범죄발생지역","","8938","8513","6082","5447","5689","5839","5761",
"절도","전남","범죄발생지역","","7891","7367","6244","5228","5065","5740","5907",
"절도","경북","범죄발생지역","","11790","10869","9320","8690","7681","8857","8961",
"절도","경남","범죄발생지역","","17250","17843","13881","12483","12188","12674","13771",
"절도","제주","범죄발생지역","","4981","4228","3505","3229","2988","3236","3425",
"장물","계","범죄발생지역","","3668","4263","2086","1934","965","925","616",
"장물","서울","범죄발생지역","","608","542","479","411","194","164","67",
"장물","부산","범죄발생지역","","1057","931","474","461","291","236","227",
"장물","대구","범죄발생지역","","249","265","162","67","45","18","22",
"장물","인천","범죄발생지역","","272","174","128","107","65","186","41",
"장물","광주","범죄발생지역","","225","121","60","32","27","9","9",
"장물","대전","범죄발생지역","","67","54","47","39","26","15","5",
"장물","울산","범죄발생지역","","41","22","27","16","5","8","9",
"장물","세종","범죄발생지역","","5","4","4","2","-","3","1",
"장물","경기","범죄발생지역","","571","642","377","306","172","115","93",
"장물","강원","범죄발생지역","","15","28","22","20","9","20","13",
"장물","충북","범죄발생지역","","48","29","44","18","10","16","7",
"장물","충남","범죄발생지역","","34","51","34","26","13","18","16",
"장물","전북","범죄발생지역","","125","1087","47","191","13","5","27",
"장물","전남","범죄발생지역","","31","38","19","20","11","9","7",
"장물","경북","범죄발생지역","","110","110","51","110","17","13","22",
"장물","경남","범죄발생지역","","192","157","100","105","64","84","47",
"장물","제주","범죄발생지역","","18","8","11","3","3","6","3",
"사기","계","범죄발생지역","","244008","257620","250600","241642","278566","313593","354154",
"사기","서울","범죄발생지역","","57720","56467","53506","52904","57121","61178","66999",
"사기","부산","범죄발생지역","","20325","21255","21031","19672","23114","27083","32872",
"사기","대구","범죄발생지역","","10869","12180","10964","10959","12431","15389","17472",
"사기","인천","범죄발생지역","","13087","13752","13632","12748","15666","16958","19807",
"사기","광주","범죄발생지역","","7918","8122","7048","6809","7923","9079","9771",
"사기","대전","범죄발생지역","","7201","7570","7476","6963","8186","9583","10645",
"사기","울산","범죄발생지역","","5367","3480","3099","3345","4057","4411","5245",
"사기","세종","범죄발생지역","","459","569","582","790","1052","1359","1537",
"사기","경기","범죄발생지역","","53703","58429","57997","56356","65076","75697","86768",
"사기","강원","범죄발생지역","","5948","6450","6740","6087","6983","8340","9063",
"사기","충북","범죄발생지역","","6090","6873","6798","7267","8464","9472","10005",
"사기","충남","범죄발생지역","","9862","10357","9777","9542","11600","12212","13408",
"사기","전북","범죄발생지역","","7484","9021","10043","8345","9383","9892","11265",
"사기","전남","범죄발생지역","","8042","8409","7816","7008","8361","8345","9959",
"사기","경북","범죄발생지역","","11353","11824","12440","11642","14275","16205","16678",
"사기","경남","범죄발생지역","","15432","19381","18408","17845","20428","23797","27268",
"사기","제주","범죄발생지역","","3148","3481","3243","3360","4446","4593","5392",
"횡령","계","범죄발생지역","","38646","48795","52069","52610","57172","60819","60539",
"횡령","서울","범죄발생지역","","10173","13869","15997","15932","16659","17648","16726",
"횡령","부산","범죄발생지역","","2806","3143","3138","3518","3740","4036","4097",
"횡령","대구","범죄발생지역","","1280","1874","2003","2161","2307","2746","2575",
"횡령","인천","범죄발생지역","","2338","2869","3078","2942","3468","4319","4320",
"횡령","광주","범죄발생지역","","1365","1491","1595","1558","1605","1888","1756",
"횡령","대전","범죄발생지역","","1032","1258","1424","1403","1414","1336","1399",
"횡령","울산","범죄발생지역","","585","483","444","472","486","457","458",
"횡령","세종","범죄발생지역","","60","127","190","253","216","282","203",
"횡령","경기","범죄발생지역","","10021","13105","13179","13417","15041","15400","15911",
"횡령","강원","범죄발생지역","","886","1161","1042","1005","1083","1175","1128",
"횡령","충북","범죄발생지역","","756","1009","1130","1149","1242","1247","1261",
"횡령","충남","범죄발생지역","","1456","1692","1545","1653","1779","1973","1907",
"횡령","전북","범죄발생지역","","887","1004","1008","1080","1091","1223","1297",
"횡령","전남","범죄발생지역","","1043","1141","1142","1046","1991","1479","1718",
"횡령","경북","범죄발생지역","","1298","1525","1573","1612","1557","1835","1802",
"횡령","경남","범죄발생지역","","2258","2465","2831","2751","2781","2983","3102",
"횡령","제주","범죄발생지역","","402","579","750","658","712","792","879",
"배임","계","범죄발생지역","","5819","5843","5757","5237","5788","5996","5178",
"배임","서울","범죄발생지역","","1632","1589","1397","1418","1536","1489","1283",
"배임","부산","범죄발생지역","","511","466","436","410","376","478","408",
"배임","대구","범죄발생지역","","202","213","224","210","190","229","190",
"배임","인천","범죄발생지역","","304","239","286","228","295","262","206",
"배임","광주","범죄발생지역","","239","191","181","97","161","233","163",
"배임","대전","범죄발생지역","","114","106","117","128","105","132","120",
"배임","울산","범죄발생지역","","137","111","86","112","56","70","94",
"배임","세종","범죄발생지역","","16","14","11","17","5","20","29",
"배임","경기","범죄발생지역","","1181","1286","1108","1166","1155","1051","1187",
"배임","강원","범죄발생지역","","170","151","147","123","139","144","136",
"배임","충북","범죄발생지역","","132","133","130","142","152","152","134",
"배임","충남","범죄발생지역","","215","230","243","234","224","249","217",
"배임","전북","범죄발생지역","","137","160","169","160","177","153","160",
"배임","전남","범죄발생지역","","185","220","547","170","557","640","189",
"배임","경북","범죄발생지역","","190","203","213","223","193","185","181",
"배임","경남","범죄발생지역","","346","346","409","336","392","412","392",
"배임","제주","범죄발생지역","","108","185","53","63","75","97","89",
"손괴","계","범죄발생지역","","58194","59181","59360","56558","56988","58468","58504",
"손괴","서울","범죄발생지역","","11774","11773","11713","11037","10913","10723","10514",
"손괴","부산","범죄발생지역","","3824","3660","3487","3720","3551","3846","3757",
"손괴","대구","범죄발생지역","","3114","3026","2872","2647","2719","2800","2822",
"손괴","인천","범죄발생지역","","3266","3374","3671","3470","3578","3480","3383",
"손괴","광주","범죄발생지역","","2022","1797","1561","1484","1443","1529","1467",
"손괴","대전","범죄발생지역","","1611","1818","1550","1476","1510","1491","1645",
"손괴","울산","범죄발생지역","","1457","975","921","885","856","818","736",
"손괴","세종","범죄발생지역","","70","91","161","170","176","221","241",
"손괴","경기","범죄발생지역","","14204","14660","15015","14536","15186","15556","15669",
"손괴","강원","범죄발생지역","","2121","2090","2216","2053","1890","1837","1813",
"손괴","충북","범죄발생지역","","2035","1971","2046","1836","1900","1917","1915",
"손괴","충남","범죄발생지역","","2075","2079","2375","2420","2444","2537","2615",
"손괴","전북","범죄발생지역","","1548","1637","1583","1543","1546","1495","1639",
"손괴","전남","범죄발생지역","","1733","1924","1925","1817","1943","2186","2043",
"손괴","경북","범죄발생지역","","2770","2870","2981","2731","2671","2992","2996",
"손괴","경남","범죄발생지역","","3304","4083","3920","3509","3411","3739","3961",
"손괴","제주","범죄발생지역","","1266","1353","1363","1224","1251","1301","1288",
"강력범죄(흉악)","계","범죄발생지역","","34126","35139","32963","36030","35272","35066","32812",
"강력범죄(흉악)","서울","범죄발생지역","","9500","10421","9149","10689","9975","9939","8814",
"강력범죄(흉악)","부산","범죄발생지역","","2651","2249","2048","2522","2262","2317","2123",
"강력범죄(흉악)","대구","범죄발생지역","","1753","1616","1357","1327","1426","1429","1218",
"강력범죄(흉악)","인천","범죄발생지역","","1958","2272","2357","2661","2312","2276","2031",
"강력범죄(흉악)","광주","범죄발생지역","","1165","1118","978","956","977","949","855",
"강력범죄(흉악)","대전","범죄발생지역","","1007","1018","913","1091","1254","1123","993",
"강력범죄(흉악)","울산","범죄발생지역","","636","371","358","348","351","380","357",
"강력범죄(흉악)","세종","범죄발생지역","","92","75","78","148","139","103","118",
"강력범죄(흉악)","경기","범죄발생지역","","6972","7756","7669","7839","7905","7705","7790",
"강력범죄(흉악)","강원","범죄발생지역","","840","827","847","872","937","943","864",
"강력범죄(흉악)","충북","범죄발생지역","","839","858","893","976","936","950","898",
"강력범죄(흉악)","충남","범죄발생지역","","1402","1201","1190","1202","1250","1207","1182",
"강력범죄(흉악)","전북","범죄발생지역","","1038","989","814","847","942","1063","974",
"강력범죄(흉악)","전남","범죄발생지역","","937","938","940","972","1003","999","980",
"강력범죄(흉악)","경북","범죄발생지역","","1262","1150","1101","1248","1282","1335","1215",
"강력범죄(흉악)","경남","범죄발생지역","","1624","1746","1657","1792","1781","1768","1841",
"강력범죄(흉악)","제주","범죄발생지역","","450","534","614","540","540","580","559",
"살인","계","범죄발생지역","","938","958","948","858","849","847","805",
"살인","서울","범죄발생지역","","160","166","155","147","150","160","168",
"살인","부산","범죄발생지역","","71","63","77","64","55","69","60",
"살인","대구","범죄발생지역","","34","41","32","48","33","42","32",
"살인","인천","범죄발생지역","","56","56","53","35","44","51","36",
"살인","광주","범죄발생지역","","21","18","17","12","24","22","15",
"살인","대전","범죄발생지역","","30","25","25","22","17","23","23",
"살인","울산","범죄발생지역","","23","20","14","16","7","17","8",
"살인","세종","범죄발생지역","","-","3","2","6","5","3","8",
"살인","경기","범죄발생지역","","191","228","256","186","209","170","173",
"살인","강원","범죄발생지역","","25","34","31","33","27","23","37",
"살인","충북","범죄발생지역","","35","35","32","37","32","32","19",
"살인","충남","범죄발생지역","","66","56","55","50","36","46","36",
"살인","전북","범죄발생지역","","31","31","29","25","39","43","35",
"살인","전남","범죄발생지역","","48","36","37","38","35","28","39",
"살인","경북","범죄발생지역","","56","47","48","51","49","39","31",
"살인","경남","범죄발생지역","","73","72","68","67","71","58","68",
"살인","제주","범죄발생지역","","18","27","17","21","16","21","17",
"강도","계","범죄발생지역","","1618","1472","1181","990","841","845","692",
"강도","서울","범죄발생지역","","350","279","265","172","145","157","143",
"강도","부산","범죄발생지역","","132","169","139","102","87","86","39",
"강도","대구","범죄발생지역","","68","61","55","39","48","36","35",
"강도","인천","범죄발생지역","","115","106","89","74","37","60","46",
"강도","광주","범죄발생지역","","53","45","49","33","28","30","34",
"강도","대전","범죄발생지역","","84","65","36","43","51","25","15",
"강도","울산","범죄발생지역","","32","9","21","12","16","14","9",
"강도","세종","범죄발생지역","","1","-","4","3","5","-","2",
"강도","경기","범죄발생지역","","328","313","193","213","170","187","161",
"강도","강원","범죄발생지역","","57","35","29","27","17","26","21",
"강도","충북","범죄발생지역","","55","45","26","30","33","36","28",
"강도","충남","범죄발생지역","","81","51","47","33","41","32","41",
"강도","전북","범죄발생지역","","64","47","39","28","28","28","19",
"강도","전남","범죄발생지역","","39","38","29","21","29","27","14",
"강도","경북","범죄발생지역","","55","72","50","49","36","27","20",
"강도","경남","범죄발생지역","","79","104","84","76","60","53","51",
"강도","제주","범죄발생지역","","25","33","26","35","10","21","14",
"방화","계","범죄발생지역","","1707","1646","1477","1358","1478","1345","1210",
"방화","서울","범죄발생지역","","309","311","287","221","292","252","218",
"방화","부산","범죄발생지역","","107","115","95","87","108","97","86",
"방화","대구","범죄발생지역","","81","86","68","71","69","61","52",
"방화","인천","범죄발생지역","","112","90","83","80","77","72","65",
"방화","광주","범죄발생지역","","43","48","38","35","34","42","16",
"방화","대전","범죄발생지역","","41","41","44","39","43","48","37",
"방화","울산","범죄발생지역","","34","26","23","25","22","14","21",
"방화","세종","범죄발생지역","","3","5","2","3","4","2","2",
"방화","경기","범죄발생지역","","370","424","334","300","361","294","277",
"방화","강원","범죄발생지역","","51","49","46","55","41","42","37",
"방화","충북","범죄발생지역","","97","37","55","45","49","55","40",
"방화","충남","범죄발생지역","","93","71","91","86","92","76","61",
"방화","전북","범죄발생지역","","55","51","44","55","49","52","47",
"방화","전남","범죄발생지역","","74","72","66","76","45","63","52",
"방화","경북","범죄발생지역","","88","77","77","79","65","85","85",
"방화","경남","범죄발생지역","","108","109","99","86","106","61","88",
"방화","제주","범죄발생지역","","41","34","25","15","21","29","26",
"성폭력","계","범죄발생지역","","29863","31063","29357","32824","32104","32029","30105",
"성폭력","서울","범죄발생지역","","8681","9665","8442","10149","9388","9370","8285",
"성폭력","부산","범죄발생지역","","2341","1902","1737","2269","2012","2065","1938",
"성폭력","대구","범죄발생지역","","1570","1428","1202","1169","1276","1290","1099",
"성폭력","인천","범죄발생지역","","1675","2020","2132","2472","2154","2093","1884",
"성폭력","광주","범죄발생지역","","1048","1007","874","876","891","855","790",
"성폭력","대전","범죄발생지역","","852","887","808","987","1143","1027","918",
"성폭력","울산","범죄발생지역","","547","316","300","295","306","335","319",
"성폭력","세종","범죄발생지역","","88","67","70","136","125","98","106",
"성폭력","경기","범죄발생지역","","6083","6791","6886","7140","7165","7054","7179",
"성폭력","강원","범죄발생지역","","707","709","741","757","852","852","769",
"성폭력","충북","범죄발생지역","","652","741","780","864","822","827","811",
"성폭력","충남","범죄발생지역","","1162","1023","997","1033","1081","1053","1044",
"성폭력","전북","범죄발생지역","","888","860","702","739","826","940","873",
"성폭력","전남","범죄발생지역","","776","792","808","837","894","881","875",
"성폭력","경북","범죄발생지역","","1063","954","926","1069","1132","1184","1079",
"성폭력","경남","범죄발생지역","","1364","1461","1406","1563","1544","1596","1634",
"성폭력","제주","범죄발생지역","","366","440","546","469","493","509","502",
"강력범죄(폭력)","계","범죄발생지역","","233655","248707","251889","238789","233392","232316","210241",
"강력범죄(폭력)","서울","범죄발생지역","","53983","53870","53263","48833","45815","44745","38551",
"강력범죄(폭력)","부산","범죄발생지역","","17477","17484","17172","16975","16642","17072","15559",
"강력범죄(폭력)","대구","범죄발생지역","","10705","11808","11821","11168","10803","10726","9674",
"강력범죄(폭력)","인천","범죄발생지역","","13584","14804","16286","16038","15900","16431","14535",
"강력범죄(폭력)","광주","범죄발생지역","","8273","7872","7131","6988","6955","7336","6136",
"강력범죄(폭력)","대전","범죄발생지역","","5332","7120","7758","7441","7809","6843","6742",
"강력범죄(폭력)","울산","범죄발생지역","","6206","4122","3988","3610","3641","3123","2775",
"강력범죄(폭력)","세종","범죄발생지역","","296","372","666","544","536","655","634",
"강력범죄(폭력)","경기","범죄발생지역","","53849","59284","60692","57865","58018","58623","52872",
"강력범죄(폭력)","강원","범죄발생지역","","7591","7817","8716","8284","7271","6719","6085",
"강력범죄(폭력)","충북","범죄발생지역","","6496","7075","7382","6537","6397","6380","6097",
"강력범죄(폭력)","충남","범죄발생지역","","7406","7617","8039","8436","8862","7902","7260",
"강력범죄(폭력)","전북","범죄발생지역","","7441","7953","7649","7412","7334","7324","6953",
"강력범죄(폭력)","전남","범죄발생지역","","8431","9392","9095","8395","8382","8328","7395",
"강력범죄(폭력)","경북","범죄발생지역","","9614","10770","10768","10064","9732","10672","9895",
"강력범죄(폭력)","경남","범죄발생지역","","13062","17176","16706","16097","15143","15572","14994",
"강력범죄(폭력)","제주","범죄발생지역","","3909","4171","4757","4102","4152","3865","4084",
"폭행","계","범죄발생지역","","146625","161636","172071","165498","164500","161915","143600",
"폭행","서울","범죄발생지역","","39206","39821","40839","37696","35525","34070","28699",
"폭행","부산","범죄발생지역","","8600","9576","10246","10612","10802","11263","10288",
"폭행","대구","범죄발생지역","","5805","7088","7657","7087","7009","7007","6229",
"폭행","인천","범죄발생지역","","9282","10636","12241","12002","12119","12592","10756",
"폭행","광주","범죄발생지역","","6033","5706","4983","5054","5153","5351","4420",
"폭행","대전","범죄발생지역","","2731","4404","5322","5425","5857","4872","4791",
"폭행","울산","범죄발생지역","","4001","2714","2579","2321","2564","2001","1760",
"폭행","세종","범죄발생지역","","89","153","392","297","310","381","353",
"폭행","경기","범죄발생지역","","36987","41605","44073","42433","42805","43012","37789",
"폭행","강원","범죄발생지역","","3835","3989","5123","5099","4655","3998","3643",
"폭행","충북","범죄발생지역","","3629","4085","4632","4071","4077","3917","3806",
"폭행","충남","범죄발생지역","","3502","3803","4303","4996","5458","4684","4111",
"폭행","전북","범죄발생지역","","4738","4961","5169","4972","4823","4912","4633",
"폭행","전남","범죄발생지역","","4915","5541","5744","5317","5376","5240","4475",
"폭행","경북","범죄발생지역","","4358","5311","5924","5845","5882","6498","5987",
"폭행","경남","범죄발생지역","","6549","9606","9650","9681","9394","9688","9222",
"폭행","제주","범죄발생지역","","2365","2637","3194","2590","2691","2429","2638",
"상해","계","범죄발생지역","","65840","62700","55761","49376","43666","40306","36022",
"상해","서울","범죄발생지역","","10573","9436","7818","6634","5639","5079","4243",
"상해","부산","범죄발생지역","","6754","5830","5180","4690","4074","3748","3218",
"상해","대구","범죄발생지역","","3733","3410","3143","3006","2725","2441","2142",
"상해","인천","범죄발생지역","","3149","2891","2553","2322","2044","1814","1746",
"상해","광주","범죄발생지역","","1591","1535","1481","1338","1184","1153","949",
"상해","대전","범죄발생지역","","2098","2021","1625","1282","1102","1052","978",
"상해","울산","범죄발생지역","","1748","1085","1018","958","805","764","680",
"상해","세종","범죄발생지역","","167","159","187","166","141","158","150",
"상해","경기","범죄발생지역","","12178","11857","10620","9158","8483","7669","6996",
"상해","강원","범죄발생지역","","3138","3079","2833","2485","1903","1778","1554",
"상해","충북","범죄발생지역","","2293","2237","2025","1716","1558","1468","1279",
"상해","충남","범죄발생지역","","3040","2898","2744","2509","2319","2102","1886",
"상해","전북","범죄발생지역","","1964","2098","1777","1706","1754","1532","1409",
"상해","전남","범죄발생지역","","2666","2898","2436","2266","2022","1957","1786",
"상해","경북","범죄발생지역","","4296","4251","3713","3116","2789","2725","2497",
"상해","경남","범죄발생지역","","5354","6000","5528","4952","4166","4036","3697",
"상해","제주","범죄발생지역","","1098","1015","1080","1072","958","830","812",
"협박","계","범죄발생지역","","9205","14107","16444","16007","17777","21648","21814",
"협박","서울","범죄발생지역","","1836","2669","3123","3025","3220","3950","4040",
"협박","부산","범죄발생지역","","753","937","1071","1046","1158","1504","1461",
"협박","대구","범죄발생지역","","397","626","638","715","761","955","980",
"협박","인천","범죄발생지역","","436","670","918","955","1111","1319","1359",
"협박","광주","범죄발생지역","","260","381","414","376","395","593","542",
"협박","대전","범죄발생지역","","228","422","555","526","621","684","729",
"협박","울산","범죄발생지역","","207","172","298","249","192","270","238",
"협박","세종","범죄발생지역","","21","42","47","52","68","97","92",
"협박","경기","범죄발생지역","","2106","3823","4348","4380","4991","5901","5958",
"협박","강원","범죄발생지역","","333","463","541","476","517","657","674",
"협박","충북","범죄발생지역","","273","432","514","493","543","725","672",
"협박","충남","범죄발생지역","","370","467","669","628","746","818","899",
"협박","전북","범죄발생지역","","311","438","474","488","508","553","552",
