"범죄별","발생지역별","항목","단위","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"근로기준법","광주","범죄발생지역","","1936","1978","1916","2055","2359","2390","1745",
"근로기준법","대전","범죄발생지역","","9","14","5","7","3","20","17",
"근로기준법","울산","범죄발생지역","","1795","1935","1088","1089","1173","1064","805",
"근로기준법","세종","범죄발생지역","","-","-","-","1","-","-","-",
"근로기준법","경기","범죄발생지역","","13881","13405","15080","14104","14643","15322","12777",
"근로기준법","강원","범죄발생지역","","1113","1185","1166","1037","1272","1214","1158",
"근로기준법","충북","범죄발생지역","","984","918","1039","1127","954","974","712",
"근로기준법","충남","범죄발생지역","","2325","2340","1979","2754","3021","2669","2171",
"근로기준법","전북","범죄발생지역","","1291","1407","1404","1361","1319","1456","1164",
"근로기준법","전남","범죄발생지역","","1033","1090","1074","1180","1196","1160","1011",
"근로기준법","경북","범죄발생지역","","1291","1452","1609","1654","1720","1713","1313",
"근로기준법","경남","범죄발생지역","","2205","2171","3519","3325","3670","3725","3039",
"근로기준법","제주","범죄발생지역","","6","8","-","3","5","-","3",
"근로자 퇴직급여 보장법","계","범죄발생지역","","13551","13619","14452","14003","14352","13466","10321",
"근로자 퇴직급여 보장법","서울","범죄발생지역","","4488","3692","3768","3679","3860","3528","2530",
"근로자 퇴직급여 보장법","부산","범죄발생지역","","819","955","1002","982","946","747","572",
"근로자 퇴직급여 보장법","대구","범죄발생지역","","670","830","674","658","760","741","599",
"근로자 퇴직급여 보장법","인천","범죄발생지역","","17","13","15","24","1","1","-",
"근로자 퇴직급여 보장법","광주","범죄발생지역","","443","490","469","488","557","595","392",
"근로자 퇴직급여 보장법","대전","범죄발생지역","","2","2","-","1","-","1","2",
"근로자 퇴직급여 보장법","울산","범죄발생지역","","469","588","326","339","385","316","233",
"근로자 퇴직급여 보장법","세종","범죄발생지역","","-","-","-","","-","-","-",
"근로자 퇴직급여 보장법","경기","범죄발생지역","","4282","4478","4946","4535","4506","4321","3374",
"근로자 퇴직급여 보장법","강원","범죄발생지역","","222","265","242","182","245","220","237",
"근로자 퇴직급여 보장법","충북","범죄발생지역","","177","219","276","317","254","287","178",
"근로자 퇴직급여 보장법","충남","범죄발생지역","","524","482","482","612","725","651","521",
"근로자 퇴직급여 보장법","전북","범죄발생지역","","271","286","327","306","222","315","265",
"근로자 퇴직급여 보장법","전남","범죄발생지역","","212","253","261","292","299","297","227",
"근로자 퇴직급여 보장법","경북","범죄발생지역","","338","419","420","431","410","355","337",
"근로자 퇴직급여 보장법","경남","범죄발생지역","","615","647","1244","1157","1182","1091","854",
"근로자 퇴직급여 보장법","제주","범죄발생지역","","2","-","-","","-","-","-",
"낚시관리 및 육성법","계","범죄발생지역","","297","524","1742","991","561","1157","1036",
"낚시관리 및 육성법","서울","범죄발생지역","","-","-","-","","-","-","-",
"낚시관리 및 육성법","부산","범죄발생지역","","5","1","7","1","-","24","1",
"낚시관리 및 육성법","대구","범죄발생지역","","-","1","-","","-","-","-",
"낚시관리 및 육성법","인천","범죄발생지역","","2","16","29","70","241","30","9",
"낚시관리 및 육성법","광주","범죄발생지역","","-","-","-","","-","-","-",
"낚시관리 및 육성법","대전","범죄발생지역","","-","1","-","","-","-","-",
"낚시관리 및 육성법","울산","범죄발생지역","","1","22","13","72","1","4","7",
"낚시관리 및 육성법","세종","범죄발생지역","","-","-","-","","-","-","-",
"낚시관리 및 육성법","경기","범죄발생지역","","31","80","282","55","60","314","35",
"낚시관리 및 육성법","강원","범죄발생지역","","-","-","-","5","2","4","4",
"낚시관리 및 육성법","충북","범죄발생지역","","-","-","3","","-","-","-",
"낚시관리 및 육성법","충남","범죄발생지역","","7","342","1350","16","81","19","18",
"낚시관리 및 육성법","전북","범죄발생지역","","-","4","5","2","5","6","2",
"낚시관리 및 육성법","전남","범죄발생지역","","228","30","20","92","21","34","23",
"낚시관리 및 육성법","경북","범죄발생지역","","2","2","8","536","97","583","3",
"낚시관리 및 육성법","경남","범죄발생지역","","20","24","25","108","35","130","902",
"낚시관리 및 육성법","제주","범죄발생지역","","1","1","-","34","18","9","32",
"노동조합 및 노동관계 조정법","계","범죄발생지역","","526","477","429","528","709","631","603",
"노동조합 및 노동관계 조정법","서울","범죄발생지역","","106","79","64","97","189","138","104",
"노동조합 및 노동관계 조정법","부산","범죄발생지역","","52","39","38","41","59","40","44",
"노동조합 및 노동관계 조정법","대구","범죄발생지역","","11","24","14","24","26","26","62",
"노동조합 및 노동관계 조정법","인천","범죄발생지역","","2","1","3","4","1","1","-",
"노동조합 및 노동관계 조정법","광주","범죄발생지역","","28","16","20","14","34","35","21",
"노동조합 및 노동관계 조정법","대전","범죄발생지역","","1","-","-","","-","-","-",
"노동조합 및 노동관계 조정법","울산","범죄발생지역","","28","48","41","55","33","40","55",
"노동조합 및 노동관계 조정법","세종","범죄발생지역","","-","-","-","","-","-","-",
"노동조합 및 노동관계 조정법","경기","범죄발생지역","","116","92","79","110","146","146","114",
"노동조합 및 노동관계 조정법","강원","범죄발생지역","","19","17","25","21","29","38","29",
"노동조합 및 노동관계 조정법","충북","범죄발생지역","","20","14","14","17","9","13","9",
"노동조합 및 노동관계 조정법","충남","범죄발생지역","","52","38","31","44","45","56","33",
"노동조합 및 노동관계 조정법","전북","범죄발생지역","","24","36","26","35","32","27","25",
"노동조합 및 노동관계 조정법","전남","범죄발생지역","","17","21","16","15","19","14","28",
"노동조합 및 노동관계 조정법","경북","범죄발생지역","","19","14","20","25","34","24","32",
"노동조합 및 노동관계 조정법","경남","범죄발생지역","","31","38","38","26","53","33","47",
"노동조합 및 노동관계 조정법","제주","범죄발생지역","","-","-","-","","-","-","-",
"농수산물유통 및 가격안정에 관한법률","계","범죄발생지역","","232","33","38","33","35","41","30",
"농수산물유통 및 가격안정에 관한법률","서울","범죄발생지역","","1","3","5","7","7","2","1",
"농수산물유통 및 가격안정에 관한법률","부산","범죄발생지역","","8","10","12","13","6","9","16",
"농수산물유통 및 가격안정에 관한법률","대구","범죄발생지역","","2","4","1","","-","1","1",
"농수산물유통 및 가격안정에 관한법률","인천","범죄발생지역","","201","3","5","2","3","16","4",
"농수산물유통 및 가격안정에 관한법률","광주","범죄발생지역","","3","-","8","1","-","-","-",
"농수산물유통 및 가격안정에 관한법률","대전","범죄발생지역","","-","-","1","2","-","-","1",
"농수산물유통 및 가격안정에 관한법률","울산","범죄발생지역","","2","-","-","","-","-","-",
"농수산물유통 및 가격안정에 관한법률","세종","범죄발생지역","","-","-","-","","-","-","-",
"농수산물유통 및 가격안정에 관한법률","경기","범죄발생지역","","8","8","5","5","16","9","4",
"농수산물유통 및 가격안정에 관한법률","강원","범죄발생지역","","-","1","-","","-","-","-",
"농수산물유통 및 가격안정에 관한법률","충북","범죄발생지역","","1","1","-","1","-","-","-",
"농수산물유통 및 가격안정에 관한법률","충남","범죄발생지역","","5","2","-","","-","-","-",
"농수산물유통 및 가격안정에 관한법률","전북","범죄발생지역","","-","-","-","","1","-","-",
"농수산물유통 및 가격안정에 관한법률","전남","범죄발생지역","","-","1","1","","1","3","-",
"농수산물유통 및 가격안정에 관한법률","경북","범죄발생지역","","1","-","-","","1","-","2",
"농수산물유통 및 가격안정에 관한법률","경남","범죄발생지역","","-","-","-","2","-","1","1",
"농수산물유통 및 가격안정에 관한법률","제주","범죄발생지역","","-","-","-","","-","-","-",
"농수산물의 원산지표시에 관한법률","계","범죄발생지역","","3458","3353","4137","3318","3975","2849","2068",
"농수산물의 원산지표시에 관한법률","서울","범죄발생지역","","184","153","138","111","100","68","55",
"농수산물의 원산지표시에 관한법률","부산","범죄발생지역","","296","282","182","200","171","151","127",
"농수산물의 원산지표시에 관한법률","대구","범죄발생지역","","15","13","15","23","14","3","-",
"농수산물의 원산지표시에 관한법률","인천","범죄발생지역","","68","74","87","91","123","78","52",
"농수산물의 원산지표시에 관한법률","광주","범죄발생지역","","36","7","13","2","8","10","8",
"농수산물의 원산지표시에 관한법률","대전","범죄발생지역","","7","18","30","17","10","11","5",
"농수산물의 원산지표시에 관한법률","울산","범죄발생지역","","28","35","312","13","3","7","2",
"농수산물의 원산지표시에 관한법률","세종","범죄발생지역","","4","2","1","6","5","2","28",
"농수산물의 원산지표시에 관한법률","경기","범죄발생지역","","705","616","1184","707","1753","740","550",
"농수산물의 원산지표시에 관한법률","강원","범죄발생지역","","209","253","253","200","186","149","116",
"농수산물의 원산지표시에 관한법률","충북","범죄발생지역","","189","181","204","201","175","187","106",
"농수산물의 원산지표시에 관한법률","충남","범죄발생지역","","293","325","285","324","255","225","158",
"농수산물의 원산지표시에 관한법률","전북","범죄발생지역","","255","314","302","309","211","227","164",
"농수산물의 원산지표시에 관한법률","전남","범죄발생지역","","408","392","398","388","314","312","241",
"농수산물의 원산지표시에 관한법률","경북","범죄발생지역","","450","411","422","384","389","378","261",
"농수산물의 원산지표시에 관한법률","경남","범죄발생지역","","301","266","309","340","257","299","194",
"농수산물의 원산지표시에 관한법률","제주","범죄발생지역","","10","11","2","2","1","2","1",
"농지법","계","범죄발생지역","","821","954","983","844","743","746","878",
"농지법","서울","범죄발생지역","","6","5","4","6","1","3","7",
"농지법","부산","범죄발생지역","","19","13","16","27","21","14","14",
"농지법","대구","범죄발생지역","","3","9","9","1","3","11","8",
"농지법","인천","범죄발생지역","","52","42","42","29","24","20","13",
"농지법","광주","범죄발생지역","","10","8","6","","4","4","-",
"농지법","대전","범죄발생지역","","8","6","2","2","2","6","1",
"농지법","울산","범죄발생지역","","10","8","8","6","10","6","4",
"농지법","세종","범죄발생지역","","11","3","6","6","6","8","31",
"농지법","경기","범죄발생지역","","320","468","459","351","385","355","440",
"농지법","강원","범죄발생지역","","48","32","37","20","22","26","44",
"농지법","충북","범죄발생지역","","36","42","35","34","42","54","42",
"농지법","충남","범죄발생지역","","42","62","76","76","55","59","66",
"농지법","전북","범죄발생지역","","28","55","39","37","23","15","18",
"농지법","전남","범죄발생지역","","42","31","25","43","33","25","33",
"농지법","경북","범죄발생지역","","96","69","93","113","60","71","61",
"농지법","경남","범죄발생지역","","88","92","117","90","49","63","71",
"농지법","제주","범죄발생지역","","2","9","9","3","3","6","25",
"대기환경보전법","계","범죄발생지역","","1831","1995","2277","2725","2551","2633","2379",
"대기환경보전법","서울","범죄발생지역","","266","175","170","303","179","147","82",
"대기환경보전법","부산","범죄발생지역","","102","111","99","137","89","98","78",
"대기환경보전법","대구","범죄발생지역","","71","88","93","90","55","58","31",
"대기환경보전법","인천","범죄발생지역","","93","115","125","142","125","116","128",
"대기환경보전법","광주","범죄발생지역","","36","41","30","57","50","63","24",
"대기환경보전법","대전","범죄발생지역","","45","55","37","71","55","53","40",
"대기환경보전법","울산","범죄발생지역","","37","50","47","65","54","25","23",
"대기환경보전법","세종","범죄발생지역","","18","19","17","33","32","35","23",
"대기환경보전법","경기","범죄발생지역","","614","719","920","991","1068","1193","1269",
"대기환경보전법","강원","범죄발생지역","","16","59","54","67","49","64","69",
"대기환경보전법","충북","범죄발생지역","","46","35","58","74","106","97","58",
"대기환경보전법","충남","범죄발생지역","","88","122","126","148","133","156","129",
"대기환경보전법","전북","범죄발생지역","","50","67","90","127","128","109","94",
"대기환경보전법","전남","범죄발생지역","","27","20","72","72","86","70","43",
"대기환경보전법","경북","범죄발생지역","","79","96","123","118","129","148","138",
"대기환경보전법","경남","범죄발생지역","","242","222","216","228","212","200","150",
"대기환경보전법","제주","범죄발생지역","","1","1","-","2","1","1","-",
"대부업 등의 등록 및 금융이용자 보호에 관한법률","계","범죄발생지역","","1565","1022","1053","1386","1496","1603","1320",
"대부업 등의 등록 및 금융이용자 보호에 관한법률","서울","범죄발생지역","","424","257","257","316","330","283","297",
"대부업 등의 등록 및 금융이용자 보호에 관한법률","부산","범죄발생지역","","152","85","99","202","270","207","154",
"대부업 등의 등록 및 금융이용자 보호에 관한법률","대구","범죄발생지역","","145","52","53","60","81","64","52",
"대부업 등의 등록 및 금융이용자 보호에 관한법률","인천","범죄발생지역","","63","34","42","108","47","86","67",
"대부업 등의 등록 및 금융이용자 보호에 관한법률","광주","범죄발생지역","","39","23","28","18","47","46","26",
"대부업 등의 등록 및 금융이용자 보호에 관한법률","대전","범죄발생지역","","31","26","28","27","31","26","40",
"대부업 등의 등록 및 금융이용자 보호에 관한법률","울산","범죄발생지역","","38","27","3","15","3","30","20",
"대부업 등의 등록 및 금융이용자 보호에 관한법률","세종","범죄발생지역","","2","2","3","3","4","3","6",
"대부업 등의 등록 및 금융이용자 보호에 관한법률","경기","범죄발생지역","","313","190","301","290","268","365","286",
"대부업 등의 등록 및 금융이용자 보호에 관한법률","강원","범죄발생지역","","41","40","44","38","51","27","24",
"대부업 등의 등록 및 금융이용자 보호에 관한법률","충북","범죄발생지역","","67","64","31","48","37","36","32",
"대부업 등의 등록 및 금융이용자 보호에 관한법률","충남","범죄발생지역","","50","18","24","32","38","50","28",
"대부업 등의 등록 및 금융이용자 보호에 관한법률","전북","범죄발생지역","","22","31","25","36","31","43","28",
"대부업 등의 등록 및 금융이용자 보호에 관한법률","전남","범죄발생지역","","43","31","19","32","41","41","26",
"대부업 등의 등록 및 금융이용자 보호에 관한법률","경북","범죄발생지역","","61","56","27","48","80","61","57",
"대부업 등의 등록 및 금융이용자 보호에 관한법률","경남","범죄발생지역","","54","71","52","81","124","170","134",
"대부업 등의 등록 및 금융이용자 보호에 관한법률","제주","범죄발생지역","","20","15","17","32","13","65","43",
"도로교통법","계","범죄발생지역","","14988","18189","17948","17265","13958","14804","13383",
"도로교통법","서울","범죄발생지역","","2772","3444","2967","2735","2301","2293","2468",
"도로교통법","부산","범죄발생지역","","988","1063","1150","1103","1086","795","786",
"도로교통법","대구","범죄발생지역","","1012","1054","902","671","485","515","566",
"도로교통법","인천","범죄발생지역","","571","814","785","785","917","1350","837",
"도로교통법","광주","범죄발생지역","","322","252","238","225","269","202","229",
"도로교통법","대전","범죄발생지역","","203","238","254","298","303","266","245",
"도로교통법","울산","범죄발생지역","","713","536","388","483","292","323","386",
"도로교통법","세종","범죄발생지역","","30","38","50","79","39","49","39",
"도로교통법","경기","범죄발생지역","","3221","5391","5770","4522","3816","4002","3896",
"도로교통법","강원","범죄발생지역","","1114","1446","1341","949","533","409","357",
"도로교통법","충북","범죄발생지역","","380","453","654","697","544","452","482",
"도로교통법","충남","범죄발생지역","","734","616","589","975","730","1275","598",
"도로교통법","전북","범죄발생지역","","368","313","259","463","342","451","283",
"도로교통법","전남","범죄발생지역","","562","535","582","507","443","444","501",
"도로교통법","경북","범죄발생지역","","531","677","733","1445","789","963","718",
"도로교통법","경남","범죄발생지역","","1044","1028","1074","1163","863","819","785",
"도로교통법","제주","범죄발생지역","","423","291","212","165","206","196","207",
"도로교통법(무면허운전)","계","범죄발생지역","","35737","42320","67203","47087","24440","23588","21368",
"도로교통법(무면허운전)","서울","범죄발생지역","","6621","6903","7807","6833","4392","3802","2906",
"도로교통법(무면허운전)","부산","범죄발생지역","","1923","2456","2338","2015","1210","1191","1349",
"도로교통법(무면허운전)","대구","범죄발생지역","","1824","2017","2387","2162","1166","1168","1117",
"도로교통법(무면허운전)","인천","범죄발생지역","","1872","2591","2402","1934","1128","1394","1448",
"도로교통법(무면허운전)","광주","범죄발생지역","","854","789","776","1078","752","574","645",
"도로교통법(무면허운전)","대전","범죄발생지역","","658","843","1166","763","388","430","420",
"도로교통법(무면허운전)","울산","범죄발생지역","","870","952","823","692","296","540","496",
"도로교통법(무면허운전)","세종","범죄발생지역","","78","55","95","58","49","57","55",
"도로교통법(무면허운전)","경기","범죄발생지역","","8090","9027","29737","16364","6444","5996","5531",
"도로교통법(무면허운전)","강원","범죄발생지역","","1560","1712","1998","1851","923","1006","738",
"도로교통법(무면허운전)","충북","범죄발생지역","","1075","1742","2684","1777","1107","1081","1030",
"도로교통법(무면허운전)","충남","범죄발생지역","","1466","1745","1869","1118","1117","1008","979",
"도로교통법(무면허운전)","전북","범죄발생지역","","1054","1170","942","898","637","603","528",
"도로교통법(무면허운전)","전남","범죄발생지역","","1423","1665","1901","1430","877","979","849",
"도로교통법(무면허운전)","경북","범죄발생지역","","2355","3453","3599","2708","1795","1529","1338",
"도로교통법(무면허운전)","경남","범죄발생지역","","2844","4184","5615","4020","1648","1790","1609",
"도로교통법(무면허운전)","제주","범죄발생지역","","1170","1016","1064","1386","511","440","330",
"도로교통법(사고후미조치)","계","범죄발생지역","","86561","100774","97062","50247","15241","12220","11717",
"도로교통법(사고후미조치)","서울","범죄발생지역","","4073","3543","2510","1751","1170","917","932",
"도로교통법(사고후미조치)","부산","범죄발생지역","","2203","2250","1953","908","371","356","306",
"도로교통법(사고후미조치)","대구","범죄발생지역","","10384","12555","6783","2133","884","687","579",
"도로교통법(사고후미조치)","인천","범죄발생지역","","6766","8016","9075","4196","634","460","437",
"도로교통법(사고후미조치)","광주","범죄발생지역","","7618","8257","7667","3645","636","597","428",
"도로교통법(사고후미조치)","대전","범죄발생지역","","250","327","313","194","163","122","108",
"도로교통법(사고후미조치)","울산","범죄발생지역","","2431","2371","1781","1035","383","294","208",
"도로교통법(사고후미조치)","세종","범죄발생지역","","127","95","37","44","12","30","42",
"도로교통법(사고후미조치)","경기","범죄발생지역","","15485","23296","29484","16081","4780","4165","4471",
"도로교통법(사고후미조치)","강원","범죄발생지역","","4117","5921","6089","3241","620","406","360",
"도로교통법(사고후미조치)","충북","범죄발생지역","","2893","2829","2674","1426","422","269","308",
"도로교통법(사고후미조치)","충남","범죄발생지역","","3696","4467","3757","2660","987","603","529",
"도로교통법(사고후미조치)","전북","범죄발생지역","","2697","2118","1492","959","493","353","346",
"도로교통법(사고후미조치)","전남","범죄발생지역","","7143","8172","7982","4216","1095","924","822",
"도로교통법(사고후미조치)","경북","범죄발생지역","","6048","4601","4379","2384","1131","749","627",
"도로교통법(사고후미조치)","경남","범죄발생지역","","7098","7019","5886","2869","958","886","894",
"도로교통법(사고후미조치)","제주","범죄발생지역","","3532","4937","5200","2505","502","402","320",
"도로교통법(음주운전)","계","범죄발생지역","","219392","211014","201979","178693","140515","107425","95569",
"도로교통법(음주운전)","서울","범죄발생지역","","23110","20350","21761","19340","15364","11171","10524",
"도로교통법(음주운전)","부산","범죄발생지역","","18264","17509","15676","12599","8585","5711","3948",
"도로교통법(음주운전)","대구","범죄발생지역","","11613","10502","9224","8471","6925","5164","4219",
"도로교통법(음주운전)","인천","범죄발생지역","","14052","10667","9836","9565","7408","5711","5027",
"도로교통법(음주운전)","광주","범죄발생지역","","7228","6392","6304","6492","4690","3341","3592",
"도로교통법(음주운전)","대전","범죄발생지역","","5355","5070","5183","5617","3341","2722","2414",
"도로교통법(음주운전)","울산","범죄발생지역","","5573","4972","3705","2803","2566","2258","1735",
"도로교통법(음주운전)","세종","범죄발생지역","","516","419","560","452","516","381","416",
"도로교통법(음주운전)","경기","범죄발생지역","","60216","55207","50798","47771","39469","30260","26856",
"도로교통법(음주운전)","강원","범죄발생지역","","6277","5872","5860","5275","4091","3542","3525",
"도로교통법(음주운전)","충북","범죄발생지역","","5875","6215","7903","6678","4920","3703","3580",
"도로교통법(음주운전)","충남","범죄발생지역","","9095","8628","8459","6354","6730","4849","5418",
"도로교통법(음주운전)","전북","범죄발생지역","","7058","6704","6616","5929","5159","3824","3423",
"도로교통법(음주운전)","전남","범죄발생지역","","8885","8758","9086","6871","6551","5000","4558",
"도로교통법(음주운전)","경북","범죄발생지역","","14759","16501","14060","11884","8363","6616","6054",
"도로교통법(음주운전)","경남","범죄발생지역","","17625","23359","21899","17260","12270","11164","8542",
"도로교통법(음주운전)","제주","범죄발생지역","","3891","3889","5049","5332","3567","2008","1738",
"도로교통법(음주측정거부)","계","범죄발생지역","","2422","2574","2593","2805","2945","2691","2926",
"도로교통법(음주측정거부)","서울","범죄발생지역","","246","256","273","301","328","307","313",
"도로교통법(음주측정거부)","부산","범죄발생지역","","134","132","130","121","106","106","116",
"도로교통법(음주측정거부)","대구","범죄발생지역","","104","95","92","113","125","119","114",
"도로교통법(음주측정거부)","인천","범죄발생지역","","122","117","106","133","116","103","128",
"도로교통법(음주측정거부)","광주","범죄발생지역","","52","51","61","58","74","70","80",
"도로교통법(음주측정거부)","대전","범죄발생지역","","44","63","63","61","65","43","53",
"도로교통법(음주측정거부)","울산","범죄발생지역","","49","30","42","45","32","47","45",
"도로교통법(음주측정거부)","세종","범죄발생지역","","8","8","14","19","10","16","17",
"도로교통법(음주측정거부)","경기","범죄발생지역","","687","748","626","718","798","690","701",
"도로교통법(음주측정거부)","강원","범죄발생지역","","109","103","107","118","104","97","142",
"도로교통법(음주측정거부)","충북","범죄발생지역","","70","84","110","113","124","110","121",
"도로교통법(음주측정거부)","충남","범죄발생지역","","175","173","199","190","213","219","210",
"도로교통법(음주측정거부)","전북","범죄발생지역","","106","96","97","119","103","103","134",
"도로교통법(음주측정거부)","전남","범죄발생지역","","118","127","126","168","192","164","168",
"도로교통법(음주측정거부)","경북","범죄발생지역","","170","203","214","198","214","192","208",
"도로교통법(음주측정거부)","경남","범죄발생지역","","167","234","255","236","281","245","302",
"도로교통법(음주측정거부)","제주","범죄발생지역","","61","54","78","94","60","60","74",
"도로법","계","범죄발생지역","","1082","1334","2059","2195","2056","2131","2117",
"도로법","서울","범죄발생지역","","176","350","200","156","143","107","107",
"도로법","부산","범죄발생지역","","85","73","87","95","93","96","78",
"도로법","대구","범죄발생지역","","29","56","72","74","43","52","35",
"도로법","인천","범죄발생지역","","74","97","165","262","191","176","205",
"도로법","광주","범죄발생지역","","26","25","37","34","31","37","24",
"도로법","대전","범죄발생지역","","22","20","45","34","33","39","25",
"도로법","울산","범죄발생지역","","34","9","14","21","11","13","23",
"도로법","세종","범죄발생지역","","3","3","4","3","6","2","1",
"도로법","경기","범죄발생지역","","340","290","716","829","833","682","706",
"도로법","강원","범죄발생지역","","18","29","61","57","54","67","98",
"도로법","충북","범죄발생지역","","20","25","69","74","56","58","31",
"도로법","충남","범죄발생지역","","41","65","160","85","146","264","256",
"도로법","전북","범죄발생지역","","36","61","62","68","62","186","114",
"도로법","전남","범죄발생지역","","39","48","44","64","43","41","60",
"도로법","경북","범죄발생지역","","68","79","174","148","109","109","118",
"도로법","경남","범죄발생지역","","70","73","108","150","170","188","228",
"도로법","제주","범죄발생지역","","1","31","41","41","32","14","8",
"도시 및 주거환경 정비법","계","범죄발생지역","","351","301","382","366","417","513","471",
"도시 및 주거환경 정비법","서울","범죄발생지역","","219","130","170","145","166","157","172",
"도시 및 주거환경 정비법","부산","범죄발생지역","","23","35","44","49","71","90","72",
"도시 및 주거환경 정비법","대구","범죄발생지역","","11","19","19","16","20","35","24",
"도시 및 주거환경 정비법","인천","범죄발생지역","","16","13","6","19","21","27","11",
"도시 및 주거환경 정비법","광주","범죄발생지역","","11","21","23","18","26","33","18",
"도시 및 주거환경 정비법","대전","범죄발생지역","","3","-","7","","7","9","20",
"도시 및 주거환경 정비법","울산","범죄발생지역","","-","-","2","3","7","-","4",
"도시 및 주거환경 정비법","세종","범죄발생지역","","-","-","-","","-","-","-",
"도시 및 주거환경 정비법","경기","범죄발생지역","","59","67","63","86","71","111","89",
"도시 및 주거환경 정비법","강원","범죄발생지역","","-","-","7","2","-","8","8",
"도시 및 주거환경 정비법","충북","범죄발생지역","","-","2","4","8","2","7","14",
"도시 및 주거환경 정비법","충남","범죄발생지역","","1","2","12","5","4","4","3",
"도시 및 주거환경 정비법","전북","범죄발생지역","","4","2","5","1","3","4","11",
"도시 및 주거환경 정비법","전남","범죄발생지역","","1","5","5","3","1","1","3",
"도시 및 주거환경 정비법","경북","범죄발생지역","","1","2","3","1","2","6","5",
"도시 및 주거환경 정비법","경남","범죄발생지역","","2","3","11","9","16","20","17",
"도시 및 주거환경 정비법","제주","범죄발생지역","","-","-","1","1","-","1","-",
"독점규제 및 공정거래에 관한법률","계","범죄발생지역","","52","34","21","39","77","51","35",
"독점규제 및 공정거래에 관한법률","서울","범죄발생지역","","28","17","11","23","58","40","22",
"독점규제 및 공정거래에 관한법률","부산","범죄발생지역","","6","2","1","4","2","1","-",
"독점규제 및 공정거래에 관한법률","대구","범죄발생지역","","2","3","-","2","-","2","1",
"독점규제 및 공정거래에 관한법률","인천","범죄발생지역","","3","1","1","1","1","-","-",
"독점규제 및 공정거래에 관한법률","광주","범죄발생지역","","2","-","-","1","2","1","-",
"독점규제 및 공정거래에 관한법률","대전","범죄발생지역","","3","2","-","1","1","1","1",
"독점규제 및 공정거래에 관한법률","울산","범죄발생지역","","1","-","-","","-","-","-",
"독점규제 및 공정거래에 관한법률","세종","범죄발생지역","","-","-","-","","-","-","-",
"독점규제 및 공정거래에 관한법률","경기","범죄발생지역","","4","7","7","5","6","3","4",
"독점규제 및 공정거래에 관한법률","강원","범죄발생지역","","-","-","1","","1","-","-",
"독점규제 및 공정거래에 관한법률","충북","범죄발생지역","","1","-","-","","3","1","-",
"독점규제 및 공정거래에 관한법률","충남","범죄발생지역","","-","-","-","","1","-","5",
"독점규제 및 공정거래에 관한법률","전북","범죄발생지역","","-","-","-","","1","1","-",
"독점규제 및 공정거래에 관한법률","전남","범죄발생지역","","-","-","-","","-","1","2",
"독점규제 및 공정거래에 관한법률","경북","범죄발생지역","","-","2","-","1","1","-","-",
"독점규제 및 공정거래에 관한법률","경남","범죄발생지역","","1","-","-","1","-","-","-",
"독점규제 및 공정거래에 관한법률","제주","범죄발생지역","","1","-","-","","-","-","-",
"디자인보호법","계","범죄발생지역","","322","227","182","213","243","303","460",
"디자인보호법","서울","범죄발생지역","","138","77","59","73","68","84","94",
"디자인보호법","부산","범죄발생지역","","16","18","9","9","11","22","42",
"디자인보호법","대구","범죄발생지역","","19","20","22","19","15","16","16",
"디자인보호법","인천","범죄발생지역","","25","15","15","15","24","23","50",
"디자인보호법","광주","범죄발생지역","","2","4","2","4","4","1","2",
"디자인보호법","대전","범죄발생지역","","3","3","6","8","5","6","39",
"디자인보호법","울산","범죄발생지역","","-","-","1","","2","3","4",
"디자인보호법","세종","범죄발생지역","","-","-","-","1","-","-","-",
"디자인보호법","경기","범죄발생지역","","86","54","49","67","90","99","166",
"디자인보호법","강원","범죄발생지역","","1","2","-","1","-","3","3",
"디자인보호법","충북","범죄발생지역","","9","5","1","2","3","9","4",
"디자인보호법","충남","범죄발생지역","","10","7","5","","3","11","11",
"디자인보호법","전북","범죄발생지역","","2","2","3","2","3","7","8",
"디자인보호법","전남","범죄발생지역","","2","1","4","6","3","5","3",
"디자인보호법","경북","범죄발생지역","","4","6","4","3","4","3","5",
"디자인보호법","경남","범죄발생지역","","5","11","1","3","8","11","13",
"디자인보호법","제주","범죄발생지역","","-","2","1","","-","-","-",
"마약류 관리에 관한법률(대마)","계","범죄발생지역","","778","923","843","1087","944","1566","1790",
"마약류 관리에 관한법률(대마)","서울","범죄발생지역","","190","322","270","360","323","557","749",
"마약류 관리에 관한법률(대마)","부산","범죄발생지역","","62","46","33","89","69","42","153",
"마약류 관리에 관한법률(대마)","대구","범죄발생지역","","10","10","19","14","22","35","29",
"마약류 관리에 관한법률(대마)","인천","범죄발생지역","","61","52","72","96","109","276","314",
"마약류 관리에 관한법률(대마)","광주","범죄발생지역","","14","9","7","11","23","32","32",
"마약류 관리에 관한법률(대마)","대전","범죄발생지역","","7","10","13","11","15","9","18",
"마약류 관리에 관한법률(대마)","울산","범죄발생지역","","7","5","4","7","5","7","5",
"마약류 관리에 관한법률(대마)","세종","범죄발생지역","","-","-","1","","2","1","2",
"마약류 관리에 관한법률(대마)","경기","범죄발생지역","","213","203","209","249","189","382","281",
"마약류 관리에 관한법률(대마)","강원","범죄발생지역","","28","62","59","63","35","42","20",
"마약류 관리에 관한법률(대마)","충북","범죄발생지역","","18","55","18","12","18","25","16",
